STATUS | wrapper  | 2013/07/09 14:33:07 | --> Wrapper Started as Console
STATUS | wrapper  | 2013/07/09 15:23:31 | <-- Wrapper Stopped
STATUS | wrapper  | 2013/07/09 15:26:03 | --> Wrapper Started as Console
STATUS | wrapper  | 2013/07/09 15:26:03 | Java Service Wrapper Community Edition 64-bit 3.5.7
STATUS | wrapper  | 2013/07/09 15:26:03 |   Copyright (C) 1999-2010 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2013/07/09 15:26:03 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2013/07/09 15:26:03 | 
STATUS | wrapper  | 2013/07/09 15:26:03 | Launching a JVM...
INFO   | jvm 1    | 2013/07/09 15:26:04 | WrapperManager: Initializing...
INFO   | jvm 1    | 2013/07/09 15:26:04 | javax.imageio.IIOException: Can't read input file!
INFO   | jvm 1    | 2013/07/09 15:26:04 | 	at javax.imageio.ImageIO.read(ImageIO.java:1301)
INFO   | jvm 1    | 2013/07/09 15:26:04 | 	at main.WaifuBuilder.buildDisplays(WaifuBuilder.java:140)
INFO   | jvm 1    | 2013/07/09 15:26:04 | 	at main.WaifuBuilder.build(WaifuBuilder.java:63)
INFO   | jvm 1    | 2013/07/09 15:26:04 | 	at main.Main.main(Main.java:14)
INFO   | jvm 1    | 2013/07/09 15:26:04 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2013/07/09 15:26:04 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
INFO   | jvm 1    | 2013/07/09 15:26:04 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | 2013/07/09 15:26:04 | 	at java.lang.reflect.Method.invoke(Method.java:601)
INFO   | jvm 1    | 2013/07/09 15:26:04 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:287)
INFO   | jvm 1    | 2013/07/09 15:26:04 | 	at java.lang.Thread.run(Thread.java:722)
STATUS | wrapper  | 2013/07/09 15:26:04 | CTRL-C trapped.  Shutting down.
STATUS | wrapper  | 2013/07/09 15:26:04 | CTRL-C trapped.  Forcing immediate shutdown.
INFO   | jvm 1    | 2013/07/09 15:26:04 | javax.imageio.IIOException: Can't read input file!
INFO   | jvm 1    | 2013/07/09 15:26:04 | 	at javax.imageio.ImageIO.read(ImageIO.java:1301)
INFO   | jvm 1    | 2013/07/09 15:26:04 | 	at display.SkinOptionsDialog.<init>(SkinOptionsDialog.java:96)
INFO   | jvm 1    | 2013/07/09 15:26:04 | 	at main.WaifuBuilder.buildDialogs(WaifuBuilder.java:155)
INFO   | jvm 1    | 2013/07/09 15:26:04 | 	at main.WaifuBuilder.build(WaifuBuilder.java:66)
INFO   | jvm 1    | 2013/07/09 15:26:04 | 	at main.Main.main(Main.java:14)
INFO   | jvm 1    | 2013/07/09 15:26:04 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2013/07/09 15:26:04 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
INFO   | jvm 1    | 2013/07/09 15:26:04 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | 2013/07/09 15:26:04 | 	at java.lang.reflect.Method.invoke(Method.java:601)
INFO   | jvm 1    | 2013/07/09 15:26:04 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:287)
INFO   | jvm 1    | 2013/07/09 15:26:04 | 	at java.lang.Thread.run(Thread.java:722)
ERROR  | wrapper  | 2013/07/09 15:26:04 | JVM did not exit on request, terminated
STATUS | wrapper  | 2013/07/09 15:26:05 | <-- Wrapper Stopped
STATUS | wrapper  | 2013/07/09 15:26:24 | --> Wrapper Started as Console
STATUS | wrapper  | 2013/07/09 15:26:24 | Java Service Wrapper Community Edition 64-bit 3.5.7
STATUS | wrapper  | 2013/07/09 15:26:24 |   Copyright (C) 1999-2010 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2013/07/09 15:26:24 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2013/07/09 15:26:24 | 
STATUS | wrapper  | 2013/07/09 15:26:24 | Launching a JVM...
INFO   | jvm 1    | 2013/07/09 15:26:24 | WrapperManager: Initializing...
INFO   | jvm 1    | 2013/07/09 15:26:25 | javax.imageio.IIOException: Can't read input file!
INFO   | jvm 1    | 2013/07/09 15:26:25 | 	at javax.imageio.ImageIO.read(ImageIO.java:1301)
INFO   | jvm 1    | 2013/07/09 15:26:25 | 	at main.WaifuBuilder.buildDisplays(WaifuBuilder.java:140)
INFO   | jvm 1    | 2013/07/09 15:26:25 | 	at main.WaifuBuilder.build(WaifuBuilder.java:63)
INFO   | jvm 1    | 2013/07/09 15:26:25 | 	at main.Main.main(Main.java:14)
INFO   | jvm 1    | 2013/07/09 15:26:25 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2013/07/09 15:26:25 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
INFO   | jvm 1    | 2013/07/09 15:26:25 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | 2013/07/09 15:26:25 | 	at java.lang.reflect.Method.invoke(Method.java:601)
INFO   | jvm 1    | 2013/07/09 15:26:25 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:287)
INFO   | jvm 1    | 2013/07/09 15:26:25 | 	at java.lang.Thread.run(Thread.java:722)
INFO   | jvm 1    | 2013/07/09 15:26:25 | [keyTyped]: 164
INFO   | jvm 1    | 2013/07/09 15:26:25 | [keyTyped]: 9
INFO   | jvm 1    | 2013/07/09 15:26:25 | javax.imageio.IIOException: Can't read input file!
INFO   | jvm 1    | 2013/07/09 15:26:25 | 	at javax.imageio.ImageIO.read(ImageIO.java:1301)
INFO   | jvm 1    | 2013/07/09 15:26:25 | 	at display.SkinOptionsDialog.<init>(SkinOptionsDialog.java:96)
INFO   | jvm 1    | 2013/07/09 15:26:25 | 	at main.WaifuBuilder.buildDialogs(WaifuBuilder.java:155)
INFO   | jvm 1    | 2013/07/09 15:26:25 | 	at main.WaifuBuilder.build(WaifuBuilder.java:66)
INFO   | jvm 1    | 2013/07/09 15:26:25 | 	at main.Main.main(Main.java:14)
INFO   | jvm 1    | 2013/07/09 15:26:25 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2013/07/09 15:26:25 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
INFO   | jvm 1    | 2013/07/09 15:26:25 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | 2013/07/09 15:26:25 | 	at java.lang.reflect.Method.invoke(Method.java:601)
INFO   | jvm 1    | 2013/07/09 15:26:25 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:287)
INFO   | jvm 1    | 2013/07/09 15:26:25 | 	at java.lang.Thread.run(Thread.java:722)
INFO   | jvm 1    | 2013/07/09 15:26:25 | javax.imageio.IIOException: Can't read input file!
INFO   | jvm 1    | 2013/07/09 15:26:25 | 	at javax.imageio.ImageIO.read(ImageIO.java:1301)
INFO   | jvm 1    | 2013/07/09 15:26:25 | 	at main.WaifuBuilder.buildPanels(WaifuBuilder.java:169)
INFO   | jvm 1    | 2013/07/09 15:26:25 | 	at main.WaifuBuilder.build(WaifuBuilder.java:68)
INFO   | jvm 1    | 2013/07/09 15:26:25 | 	at main.Main.main(Main.java:14)
INFO   | jvm 1    | 2013/07/09 15:26:25 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2013/07/09 15:26:25 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
INFO   | jvm 1    | 2013/07/09 15:26:25 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | 2013/07/09 15:26:25 | 	at java.lang.reflect.Method.invoke(Method.java:601)
INFO   | jvm 1    | 2013/07/09 15:26:25 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:287)
INFO   | jvm 1    | 2013/07/09 15:26:25 | 	at java.lang.Thread.run(Thread.java:722)
INFO   | jvm 1    | 2013/07/09 15:26:25 | WrapperSimpleApp: 
INFO   | jvm 1    | 2013/07/09 15:26:25 | WrapperSimpleApp Error: Encountered an error running main:
INFO   | jvm 1    | 2013/07/09 15:26:25 | WrapperSimpleApp Error: java.lang.NullPointerException
INFO   | jvm 1    | 2013/07/09 15:26:25 | WrapperSimpleApp Error: 	at display.MenuMouseListener.<init>(MenuMouseListener.java:26)
INFO   | jvm 1    | 2013/07/09 15:26:25 | WrapperSimpleApp Error: 	at display.MenuPanel.<init>(MenuPanel.java:96)
INFO   | jvm 1    | 2013/07/09 15:26:25 | WrapperSimpleApp Error: 	at main.WaifuBuilder.buildPanels(WaifuBuilder.java:176)
INFO   | jvm 1    | 2013/07/09 15:26:25 | WrapperSimpleApp Error: 	at main.WaifuBuilder.build(WaifuBuilder.java:68)
INFO   | jvm 1    | 2013/07/09 15:26:25 | WrapperSimpleApp Error: 	at main.Main.main(Main.java:14)
INFO   | jvm 1    | 2013/07/09 15:26:25 | WrapperSimpleApp Error: 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2013/07/09 15:26:25 | WrapperSimpleApp Error: 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
INFO   | jvm 1    | 2013/07/09 15:26:25 | WrapperSimpleApp Error: 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | 2013/07/09 15:26:25 | WrapperSimpleApp Error: 	at java.lang.reflect.Method.invoke(Method.java:601)
INFO   | jvm 1    | 2013/07/09 15:26:25 | WrapperSimpleApp Error: 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:287)
INFO   | jvm 1    | 2013/07/09 15:26:25 | WrapperSimpleApp Error: 	at java.lang.Thread.run(Thread.java:722)
STATUS | wrapper  | 2013/07/09 15:26:28 | <-- Wrapper Stopped
STATUS | wrapper  | 2013/07/09 15:28:07 | --> Wrapper Started as Console
STATUS | wrapper  | 2013/07/09 15:28:07 | Java Service Wrapper Community Edition 64-bit 3.5.7
STATUS | wrapper  | 2013/07/09 15:28:07 |   Copyright (C) 1999-2010 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2013/07/09 15:28:07 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2013/07/09 15:28:07 | 
STATUS | wrapper  | 2013/07/09 15:28:07 | Launching a JVM...
INFO   | jvm 1    | 2013/07/09 15:28:08 | WrapperManager: Initializing...
INFO   | jvm 1    | 2013/07/09 15:28:08 | javax.imageio.IIOException: Can't read input file!
INFO   | jvm 1    | 2013/07/09 15:28:08 | 	at javax.imageio.ImageIO.read(ImageIO.java:1301)
INFO   | jvm 1    | 2013/07/09 15:28:08 | 	at main.WaifuBuilder.buildDisplays(WaifuBuilder.java:140)
INFO   | jvm 1    | 2013/07/09 15:28:08 | 	at main.WaifuBuilder.build(WaifuBuilder.java:63)
INFO   | jvm 1    | 2013/07/09 15:28:08 | 	at main.Main.main(Main.java:14)
INFO   | jvm 1    | 2013/07/09 15:28:08 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2013/07/09 15:28:08 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
INFO   | jvm 1    | 2013/07/09 15:28:08 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | 2013/07/09 15:28:08 | 	at java.lang.reflect.Method.invoke(Method.java:601)
INFO   | jvm 1    | 2013/07/09 15:28:08 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:287)
INFO   | jvm 1    | 2013/07/09 15:28:08 | 	at java.lang.Thread.run(Thread.java:722)
INFO   | jvm 1    | 2013/07/09 15:28:08 | javax.imageio.IIOException: Can't read input file!
INFO   | jvm 1    | 2013/07/09 15:28:08 | 	at javax.imageio.ImageIO.read(ImageIO.java:1301)
INFO   | jvm 1    | 2013/07/09 15:28:08 | 	at display.SkinOptionsDialog.<init>(SkinOptionsDialog.java:96)
INFO   | jvm 1    | 2013/07/09 15:28:08 | 	at main.WaifuBuilder.buildDialogs(WaifuBuilder.java:155)
INFO   | jvm 1    | 2013/07/09 15:28:08 | 	at main.WaifuBuilder.build(WaifuBuilder.java:66)
INFO   | jvm 1    | 2013/07/09 15:28:08 | 	at main.Main.main(Main.java:14)
INFO   | jvm 1    | 2013/07/09 15:28:08 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2013/07/09 15:28:08 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
INFO   | jvm 1    | 2013/07/09 15:28:08 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | 2013/07/09 15:28:08 | 	at java.lang.reflect.Method.invoke(Method.java:601)
INFO   | jvm 1    | 2013/07/09 15:28:08 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:287)
INFO   | jvm 1    | 2013/07/09 15:28:08 | 	at java.lang.Thread.run(Thread.java:722)
INFO   | jvm 1    | 2013/07/09 15:28:08 | javax.imageio.IIOException: Can't read input file!
INFO   | jvm 1    | 2013/07/09 15:28:08 | 	at javax.imageio.ImageIO.read(ImageIO.java:1301)
INFO   | jvm 1    | 2013/07/09 15:28:08 | 	at main.WaifuBuilder.buildPanels(WaifuBuilder.java:169)
INFO   | jvm 1    | 2013/07/09 15:28:08 | 	at main.WaifuBuilder.build(WaifuBuilder.java:68)
INFO   | jvm 1    | 2013/07/09 15:28:08 | 	at main.Main.main(Main.java:14)
INFO   | jvm 1    | 2013/07/09 15:28:08 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2013/07/09 15:28:08 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
INFO   | jvm 1    | 2013/07/09 15:28:08 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | 2013/07/09 15:28:08 | 	at java.lang.reflect.Method.invoke(Method.java:601)
INFO   | jvm 1    | 2013/07/09 15:28:08 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:287)
INFO   | jvm 1    | 2013/07/09 15:28:08 | 	at java.lang.Thread.run(Thread.java:722)
INFO   | jvm 1    | 2013/07/09 15:28:08 | WrapperSimpleApp: 
INFO   | jvm 1    | 2013/07/09 15:28:08 | WrapperSimpleApp Error: Encountered an error running main:
INFO   | jvm 1    | 2013/07/09 15:28:08 | WrapperSimpleApp Error: java.lang.NullPointerException
INFO   | jvm 1    | 2013/07/09 15:28:08 | WrapperSimpleApp Error: 	at display.MenuMouseListener.<init>(MenuMouseListener.java:26)
INFO   | jvm 1    | 2013/07/09 15:28:08 | WrapperSimpleApp Error: 	at display.MenuPanel.<init>(MenuPanel.java:96)
INFO   | jvm 1    | 2013/07/09 15:28:08 | WrapperSimpleApp Error: 	at main.WaifuBuilder.buildPanels(WaifuBuilder.java:176)
INFO   | jvm 1    | 2013/07/09 15:28:08 | WrapperSimpleApp Error: 	at main.WaifuBuilder.build(WaifuBuilder.java:68)
INFO   | jvm 1    | 2013/07/09 15:28:08 | WrapperSimpleApp Error: 	at main.Main.main(Main.java:14)
INFO   | jvm 1    | 2013/07/09 15:28:08 | WrapperSimpleApp Error: 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2013/07/09 15:28:08 | WrapperSimpleApp Error: 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
INFO   | jvm 1    | 2013/07/09 15:28:08 | WrapperSimpleApp Error: 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | 2013/07/09 15:28:08 | WrapperSimpleApp Error: 	at java.lang.reflect.Method.invoke(Method.java:601)
INFO   | jvm 1    | 2013/07/09 15:28:08 | WrapperSimpleApp Error: 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:287)
INFO   | jvm 1    | 2013/07/09 15:28:08 | WrapperSimpleApp Error: 	at java.lang.Thread.run(Thread.java:722)
STATUS | wrapper  | 2013/07/09 15:28:11 | <-- Wrapper Stopped
STATUS | wrapper  | 2013/07/09 15:32:14 | --> Wrapper Started as Console
STATUS | wrapper  | 2013/07/09 15:32:14 | Java Service Wrapper Community Edition 64-bit 3.5.7
STATUS | wrapper  | 2013/07/09 15:32:14 |   Copyright (C) 1999-2010 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2013/07/09 15:32:14 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2013/07/09 15:32:14 | 
STATUS | wrapper  | 2013/07/09 15:32:14 | Launching a JVM...
INFO   | jvm 1    | 2013/07/09 15:32:15 | WrapperManager: Initializing...
INFO   | jvm 1    | 2013/07/09 15:32:15 | C:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\bin\img\chatbubble.png
INFO   | jvm 1    | 2013/07/09 15:32:15 | javax.imageio.IIOException: Can't read input file!
INFO   | jvm 1    | 2013/07/09 15:32:15 | 	at javax.imageio.ImageIO.read(ImageIO.java:1301)
INFO   | jvm 1    | 2013/07/09 15:32:15 | 	at main.WaifuBuilder.buildDisplays(WaifuBuilder.java:148)
INFO   | jvm 1    | 2013/07/09 15:32:15 | 	at main.WaifuBuilder.build(WaifuBuilder.java:63)
INFO   | jvm 1    | 2013/07/09 15:32:15 | 	at main.Main.main(Main.java:14)
INFO   | jvm 1    | 2013/07/09 15:32:15 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2013/07/09 15:32:15 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
INFO   | jvm 1    | 2013/07/09 15:32:15 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | 2013/07/09 15:32:15 | 	at java.lang.reflect.Method.invoke(Method.java:601)
INFO   | jvm 1    | 2013/07/09 15:32:15 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:287)
INFO   | jvm 1    | 2013/07/09 15:32:15 | 	at java.lang.Thread.run(Thread.java:722)
STATUS | wrapper  | 2013/07/09 15:32:15 | CTRL-C trapped.  Shutting down.
STATUS | wrapper  | 2013/07/09 15:32:15 | CTRL-C trapped.  Forcing immediate shutdown.
INFO   | jvm 1    | 2013/07/09 15:32:15 | javax.imageio.IIOException: Can't read input file!
INFO   | jvm 1    | 2013/07/09 15:32:15 | 	at javax.imageio.ImageIO.read(ImageIO.java:1301)
INFO   | jvm 1    | 2013/07/09 15:32:15 | 	at display.SkinOptionsDialog.<init>(SkinOptionsDialog.java:96)
INFO   | jvm 1    | 2013/07/09 15:32:15 | 	at main.WaifuBuilder.buildDialogs(WaifuBuilder.java:163)
INFO   | jvm 1    | 2013/07/09 15:32:15 | 	at main.WaifuBuilder.build(WaifuBuilder.java:66)
INFO   | jvm 1    | 2013/07/09 15:32:15 | 	at main.Main.main(Main.java:14)
INFO   | jvm 1    | 2013/07/09 15:32:15 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2013/07/09 15:32:15 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
INFO   | jvm 1    | 2013/07/09 15:32:15 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | 2013/07/09 15:32:15 | 	at java.lang.reflect.Method.invoke(Method.java:601)
INFO   | jvm 1    | 2013/07/09 15:32:15 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:287)
INFO   | jvm 1    | 2013/07/09 15:32:15 | 	at java.lang.Thread.run(Thread.java:722)
ERROR  | wrapper  | 2013/07/09 15:32:15 | JVM did not exit on request, terminated
STATUS | wrapper  | 2013/07/09 15:32:16 | <-- Wrapper Stopped
STATUS | wrapper  | 2013/07/09 15:32:19 | --> Wrapper Started as Console
STATUS | wrapper  | 2013/07/09 15:32:19 | Java Service Wrapper Community Edition 64-bit 3.5.7
STATUS | wrapper  | 2013/07/09 15:32:19 |   Copyright (C) 1999-2010 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2013/07/09 15:32:19 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2013/07/09 15:32:19 | 
STATUS | wrapper  | 2013/07/09 15:32:19 | Launching a JVM...
INFO   | jvm 1    | 2013/07/09 15:32:19 | WrapperManager: Initializing...
INFO   | jvm 1    | 2013/07/09 15:32:20 | C:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\bin\img\chatbubble.png
INFO   | jvm 1    | 2013/07/09 15:32:20 | javax.imageio.IIOException: Can't read input file!
INFO   | jvm 1    | 2013/07/09 15:32:20 | 	at javax.imageio.ImageIO.read(ImageIO.java:1301)
INFO   | jvm 1    | 2013/07/09 15:32:20 | 	at main.WaifuBuilder.buildDisplays(WaifuBuilder.java:148)
INFO   | jvm 1    | 2013/07/09 15:32:20 | 	at main.WaifuBuilder.build(WaifuBuilder.java:63)
INFO   | jvm 1    | 2013/07/09 15:32:20 | 	at main.Main.main(Main.java:14)
INFO   | jvm 1    | 2013/07/09 15:32:20 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2013/07/09 15:32:20 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
INFO   | jvm 1    | 2013/07/09 15:32:20 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | 2013/07/09 15:32:20 | 	at java.lang.reflect.Method.invoke(Method.java:601)
INFO   | jvm 1    | 2013/07/09 15:32:20 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:287)
INFO   | jvm 1    | 2013/07/09 15:32:20 | 	at java.lang.Thread.run(Thread.java:722)
INFO   | jvm 1    | 2013/07/09 15:32:20 | javax.imageio.IIOException: Can't read input file!
INFO   | jvm 1    | 2013/07/09 15:32:20 | 	at javax.imageio.ImageIO.read(ImageIO.java:1301)
INFO   | jvm 1    | 2013/07/09 15:32:20 | 	at display.SkinOptionsDialog.<init>(SkinOptionsDialog.java:96)
INFO   | jvm 1    | 2013/07/09 15:32:20 | 	at main.WaifuBuilder.buildDialogs(WaifuBuilder.java:163)
INFO   | jvm 1    | 2013/07/09 15:32:20 | 	at main.WaifuBuilder.build(WaifuBuilder.java:66)
INFO   | jvm 1    | 2013/07/09 15:32:20 | 	at main.Main.main(Main.java:14)
INFO   | jvm 1    | 2013/07/09 15:32:20 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2013/07/09 15:32:20 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
INFO   | jvm 1    | 2013/07/09 15:32:20 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | 2013/07/09 15:32:20 | 	at java.lang.reflect.Method.invoke(Method.java:601)
INFO   | jvm 1    | 2013/07/09 15:32:20 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:287)
INFO   | jvm 1    | 2013/07/09 15:32:20 | 	at java.lang.Thread.run(Thread.java:722)
INFO   | jvm 1    | 2013/07/09 15:32:20 | javax.imageio.IIOException: Can't read input file!
INFO   | jvm 1    | 2013/07/09 15:32:20 | 	at javax.imageio.ImageIO.read(ImageIO.java:1301)
INFO   | jvm 1    | 2013/07/09 15:32:20 | 	at main.WaifuBuilder.buildPanels(WaifuBuilder.java:177)
INFO   | jvm 1    | 2013/07/09 15:32:20 | 	at main.WaifuBuilder.build(WaifuBuilder.java:68)
INFO   | jvm 1    | 2013/07/09 15:32:20 | 	at main.Main.main(Main.java:14)
INFO   | jvm 1    | 2013/07/09 15:32:20 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2013/07/09 15:32:20 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
INFO   | jvm 1    | 2013/07/09 15:32:20 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | 2013/07/09 15:32:20 | 	at java.lang.reflect.Method.invoke(Method.java:601)
INFO   | jvm 1    | 2013/07/09 15:32:20 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:287)
INFO   | jvm 1    | 2013/07/09 15:32:20 | 	at java.lang.Thread.run(Thread.java:722)
INFO   | jvm 1    | 2013/07/09 15:32:20 | WrapperSimpleApp: 
INFO   | jvm 1    | 2013/07/09 15:32:20 | WrapperSimpleApp Error: Encountered an error running main:
INFO   | jvm 1    | 2013/07/09 15:32:20 | WrapperSimpleApp Error: java.lang.NullPointerException
INFO   | jvm 1    | 2013/07/09 15:32:20 | WrapperSimpleApp Error: 	at display.MenuMouseListener.<init>(MenuMouseListener.java:26)
INFO   | jvm 1    | 2013/07/09 15:32:20 | WrapperSimpleApp Error: 	at display.MenuPanel.<init>(MenuPanel.java:96)
INFO   | jvm 1    | 2013/07/09 15:32:20 | WrapperSimpleApp Error: 	at main.WaifuBuilder.buildPanels(WaifuBuilder.java:184)
INFO   | jvm 1    | 2013/07/09 15:32:20 | WrapperSimpleApp Error: 	at main.WaifuBuilder.build(WaifuBuilder.java:68)
INFO   | jvm 1    | 2013/07/09 15:32:20 | WrapperSimpleApp Error: 	at main.Main.main(Main.java:14)
INFO   | jvm 1    | 2013/07/09 15:32:20 | WrapperSimpleApp Error: 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2013/07/09 15:32:20 | WrapperSimpleApp Error: 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
INFO   | jvm 1    | 2013/07/09 15:32:20 | WrapperSimpleApp Error: 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | 2013/07/09 15:32:20 | WrapperSimpleApp Error: 	at java.lang.reflect.Method.invoke(Method.java:601)
INFO   | jvm 1    | 2013/07/09 15:32:20 | WrapperSimpleApp Error: 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:287)
INFO   | jvm 1    | 2013/07/09 15:32:20 | WrapperSimpleApp Error: 	at java.lang.Thread.run(Thread.java:722)
